symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2017-11-22 00:00:00+00:00,174.96,175.0,173.05,173.36,24997274,41.7785166747,41.7880682331,41.3224297585,41.3964543366,99989096,0.0,1.0
AAPL,2017-11-24 00:00:00+00:00,174.97,175.5,174.6459,175.1,14026519,41.7809045643,41.9074627138,41.7035130619,41.8119471293,56106076,0.0,1.0
AAPL,2017-11-27 00:00:00+00:00,174.09,175.08,173.34,175.05,20536313,41.5707702783,41.80717135,41.3916785573,41.8000076812,82145252,0.0,1.0
AAPL,2017-11-28 00:00:00+00:00,173.07,174.87,171.86,174.3,25468442,41.3272055378,41.7570256682,41.0382708946,41.6209159602,101873768,0.0,1.0
AAPL,2017-11-29 00:00:00+00:00,169.48,172.92,167.16,172.63,40788324,40.4699531666,41.2913871936,39.9159627763,41.2221383948,163153296,0.0,1.0
AAPL,2017-11-30 00:00:00+00:00,171.85,172.14,168.44,170.43,40172368,41.0358830049,41.1051318037,40.2216126468,40.6968026799,160689472,0.0,1.0
AAPL,2017-12-01 00:00:00+00:00,171.05,171.67,168.5,169.95,39590080,40.8448518359,40.9929009919,40.2359399845,40.5821839784,158360320,0.0,1.0
AAPL,2017-12-04 00:00:00+00:00,169.8,172.62,169.63,172.48,32115052,40.5463656342,41.2197505052,40.5057715108,41.1863200506,128460208,0.0,1.0
AAPL,2017-12-05 00:00:00+00:00,169.64,171.52,168.4,169.06,27008428,40.5081594004,40.9570826477,40.2120610883,40.3696618028,108033712,0.0,1.0
AAPL,2017-12-06 00:00:00+00:00,169.01,170.2047,166.46,167.5,28224357,40.3577223548,40.6430035269,39.7488105034,39.9971510231,112897428,0.0,1.0
AAPL,2017-12-07 00:00:00+00:00,169.32,170.44,168.91,169.03,24469613,40.4317469328,40.6991905695,40.3338434586,40.362498134,97878452,0.0,1.0
AAPL,2017-12-08 00:00:00+00:00,169.37,171.0,168.82,170.49,23096872,40.4436863808,40.8329123878,40.3123524521,40.7111300175,92387488,0.0,1.0
AAPL,2017-12-11 00:00:00+00:00,172.67,172.89,168.79,169.2,33092051,41.2316899532,41.2842235247,40.3051887833,40.4030922574,132368204,0.0,1.0
AAPL,2017-12-12 00:00:00+00:00,171.7,172.39,171.461,172.15,18945457,41.0000646607,41.1648290441,40.942994099,41.1075196933,75781828,0.0,1.0
AAPL,2017-12-13 00:00:00+00:00,172.27,173.54,172.0,172.5,23142242,41.1361743687,41.4394363496,41.0717013491,41.1910958298,92568968,0.0,1.0
AAPL,2017-12-14 00:00:00+00:00,172.22,173.13,171.65,172.4,20219307,41.1242349206,41.3415328754,40.9881252127,41.1672169337,80877228,0.0,1.0
AAPL,2017-12-15 00:00:00+00:00,173.97,174.17,172.46,173.63,37054632,41.542115603,41.5898733952,41.1815442714,41.4609273561,148218528,0.0,1.0
AAPL,2017-12-18 00:00:00+00:00,176.42,177.2,174.86,174.88,28831533,42.1271485582,42.3134039481,41.7546377786,41.7594135578,115326132,0.0,1.0
AAPL,2017-12-19 00:00:00+00:00,174.54,175.39,174.09,175.03,27078872,41.6782253109,41.8811959281,41.5707702783,41.795231902,108315488,0.0,1.0
AAPL,2017-12-20 00:00:00+00:00,174.35,175.42,173.25,174.87,23000392,41.6328554083,41.8883595969,41.3701875508,41.7570256682,92001568,0.0,1.0
AAPL,2017-12-21 00:00:00+00:00,175.01,176.02,174.1,174.17,20356826,41.7904561228,42.0316329737,41.5731581679,41.5898733952,81427304,0.0,1.0
AAPL,2017-12-22 00:00:00+00:00,175.01,175.42,174.5,174.68,16052615,41.7904561228,41.8883595969,41.6686737525,41.7116557655,64210460,0.0,1.0
AAPL,2017-12-26 00:00:00+00:00,170.57,171.47,169.68,170.8,32968167,40.7302331344,40.9451431996,40.5177109589,40.7851545955,131872668,0.0,1.0
AAPL,2017-12-27 00:00:00+00:00,170.6,170.78,169.71,170.1,21672062,40.7373968033,40.7803788163,40.5248746277,40.6180023226,86688248,0.0,1.0
AAPL,2017-12-28 00:00:00+00:00,171.08,171.85,170.48,171.0,15997739,40.8520155047,41.0358830049,40.7087421279,40.8329123878,63990956,0.0,1.0
AAPL,2017-12-29 00:00:00+00:00,169.23,170.59,169.22,170.52,25643711,40.4102559263,40.7350089137,40.4078680366,40.7182936864,102574844,0.0,1.0
AAPL,2018-01-02 00:00:00+00:00,172.26,172.3,169.26,170.16,25048048,41.1337864791,41.1433380375,40.4174195951,40.6323296603,100192192,0.0,1.0
AAPL,2018-01-03 00:00:00+00:00,172.23,174.55,171.96,172.53,28819653,41.1266228102,41.6806132005,41.0621497907,41.1982594986,115278612,0.0,1.0
AAPL,2018-01-04 00:00:00+00:00,173.03,173.47,172.08,172.54,22211345,41.3176539793,41.4227211223,41.090804466,41.2006473883,88845380,0.0,1.0
AAPL,2018-01-05 00:00:00+00:00,175.0,175.37,173.05,173.44,23016177,41.7880682331,41.8764201488,41.3224297585,41.4155574535,92064708,0.0,1.0
AAPL,2018-01-08 00:00:00+00:00,174.35,175.61,173.93,174.35,20134092,41.6328554083,41.9337294996,41.5325640445,41.6328554083,80536368,0.0,1.0
AAPL,2018-01-09 00:00:00+00:00,174.33,175.06,173.41,174.55,21262614,41.628079629,41.8023955708,41.4083937846,41.6806132005,85050456,0.0,1.0
AAPL,2018-01-10 00:00:00+00:00,174.29,174.3,173.0,173.16,23589129,41.6185280706,41.6209159602,41.3104903105,41.3486965443,94356516,0.0,1.0
AAPL,2018-01-11 00:00:00+00:00,175.28,175.49,174.49,174.59,17523256,41.8549291423,41.9050748242,41.6662858629,41.690164759,70093024,0.0,1.0
AAPL,2018-01-12 00:00:00+00:00,177.09,177.36,175.65,176.18,25039531,42.2871371623,42.3516101819,41.943281058,42.0698392075,100158124,0.0,1.0
AAPL,2018-01-16 00:00:00+00:00,176.19,179.39,176.14,177.9,29159005,42.0722270971,42.8363517734,42.0602876491,42.480556221,116636020,0.0,1.0
AAPL,2018-01-17 00:00:00+00:00,179.1,179.25,175.07,176.15,32752734,42.7671029746,42.8029213188,41.8047834604,42.0626755387,131010936,0.0,1.0
AAPL,2018-01-18 00:00:00+00:00,179.26,180.1,178.25,179.37,30234512,42.8053092084,43.0058919359,42.5641323575,42.8315759942,120938048,0.0,1.0
AAPL,2018-01-19 00:00:00+00:00,178.46,179.58,177.41,178.61,30827809,42.6142780393,42.881721676,42.3635496299,42.6500963835,123311236,0.0,1.0
AAPL,2018-01-22 00:00:00+00:00,177.0,177.78,176.6,177.3,26023683,42.2656461558,42.4519015456,42.1701305713,42.3372828442,104094732,0.0,1.0
AAPL,2018-01-23 00:00:00+00:00,177.04,179.44,176.82,177.3,31702531,42.2751977143,42.8482912215,42.2226641428,42.3372828442,126810124,0.0,1.0
AAPL,2018-01-24 00:00:00+00:00,174.22,177.3,173.2,177.25,50562257,41.6018128433,42.3372828442,41.3582481027,42.3253433961,202249028,0.0,1.0
AAPL,2018-01-25 00:00:00+00:00,171.11,174.95,170.53,174.51,39661804,40.8591791736,41.7761287851,40.720681576,41.6710616421,158647216,0.0,1.0
AAPL,2018-01-26 00:00:00+00:00,171.51,172.0,170.06,172.0,37121805,40.9546947581,41.0717013491,40.6084507642,41.0717013491,148487220,0.0,1.0
AAPL,2018-01-29 00:00:00+00:00,167.96,170.16,167.07,170.16,48434424,40.1069939454,40.6323296603,39.8944717698,40.6323296603,193737696,0.0,1.0
AAPL,2018-01-30 00:00:00+00:00,166.97,167.37,164.7,165.53,45137026,39.8705928736,39.9661084582,39.3285419314,39.5267367693,180548104,0.0,1.0
AAPL,2018-01-31 00:00:00+00:00,167.43,168.44,166.5,166.87,30984099,39.9804357959,40.2216126468,39.7583620618,39.8467139775,123936396,0.0,1.0
AAPL,2018-02-01 00:00:00+00:00,167.78,168.62,166.76,167.17,38099665,40.0640119323,40.2645946598,39.8204471918,39.9183506659,152398660,0.0,1.0
AAPL,2018-02-02 00:00:00+00:00,160.5,166.8,160.1,166.0,85436075,38.3256282938,39.8299987502,38.2301127093,39.6389675811,341744300,0.0,1.0
AAPL,2018-02-05 00:00:00+00:00,156.49,163.88,156.0,159.1,66090446,37.3680845589,39.1327349831,37.2510779678,37.991323748,264361784,0.0,1.0
AAPL,2018-02-06 00:00:00+00:00,163.03,163.72,154.0,154.83,66625484,38.929764366,39.0945287493,36.7735000452,36.9716948831,266501936,0.0,1.0
AAPL,2018-02-07 00:00:00+00:00,159.54,163.4,159.07,163.09,50852130,38.0963908909,39.0181162817,37.9841600791,38.9440917037,203408520,0.0,1.0
AAPL,2018-02-08 00:00:00+00:00,155.15,161.0,155.03,160.29,49594129,37.0481073507,38.4450227745,37.0194526753,38.2754826119,198376516,0.0,1.0
AAPL,2018-02-09 00:00:00+00:00,156.41,157.89,150.24,157.07,66723743,37.4994184876,37.8542496324,36.0201562149,37.6576539981,266894972,0.63,1.0
AAPL,2018-02-12 00:00:00+00:00,162.71,163.89,157.51,158.5,60560145,39.0098483608,39.2927542736,37.7631443385,38.0004976043,242240580,0.0,1.0
AAPL,2018-02-13 00:00:00+00:00,164.34,164.75,161.65,161.95,32104756,39.4006421217,39.4989399388,38.7557125409,38.827637773,128419024,0.0,1.0
AAPL,2018-02-14 00:00:00+00:00,167.37,167.54,162.88,163.04,39669178,40.1270869655,40.167844597,39.0506059923,39.0889661161,158676712,0.0,1.0
AAPL,2018-02-15 00:00:00+00:00,172.99,173.09,169.0,169.79,50609595,41.4744863127,41.4984613901,40.5178807263,40.7072838374,202438380,0.0,1.0
AAPL,2018-02-16 00:00:00+00:00,172.43,174.82,171.77,172.36,39638793,41.3402258795,41.9132302283,41.181990369,41.3234433254,158555172,0.0,1.0
AAPL,2018-02-20 00:00:00+00:00,171.85,174.26,171.42,172.05,33531012,41.2011704309,41.7789697951,41.0980775983,41.2491205856,134124048,0.0,1.0
AAPL,2018-02-21 00:00:00+00:00,171.07,174.12,171.01,172.83,35833514,41.0141648275,41.7454046868,40.9997797811,41.436126189,143334056,0.0,1.0
AAPL,2018-02-22 00:00:00+00:00,172.5,173.95,171.71,171.8,30504116,41.3570084337,41.7046470553,41.1676053226,41.1891828922,122016464,0.0,1.0
AAPL,2018-02-23 00:00:00+00:00,175.5,175.65,173.54,173.67,33329232,42.0762607543,42.1122233703,41.6063492382,41.6375168387,133316928,0.0,1.0
AAPL,2018-02-26 00:00:00+00:00,178.97,179.39,176.21,176.35,36886432,42.9081959384,43.0088912633,42.2464838035,42.2800489118,147545728,0.0,1.0
AAPL,2018-02-27 00:00:00+00:00,178.39,180.48,178.16,179.1,38685165,42.7691404898,43.2702196064,42.7139978119,42.939363539,154740660,0.0,1.0
AAPL,2018-02-28 00:00:00+00:00,178.12,180.62,178.05,179.26,33604574,42.7044077809,43.3037847147,42.6876252268,42.9777236627,134418296,0.0,1.0
AAPL,2018-03-01 00:00:00+00:00,175.0,179.78,172.66,178.54,48801970,41.9563853675,43.102394065,41.3953685575,42.8051031058,195207880,0.0,1.0
AAPL,2018-03-02 00:00:00+00:00,176.21,176.3,172.45,172.8,38453950,42.2464838035,42.2680613731,41.345020895,41.4289336657,153815800,0.0,1.0
AAPL,2018-03-05 00:00:00+00:00,176.82,177.74,174.52,175.21,28401366,42.3927317753,42.613302487,41.8413049962,42.0067330299,113605464,0.0,1.0
AAPL,2018-03-06 00:00:00+00:00,176.67,178.25,176.13,177.91,23788506,42.3567691593,42.7355753815,42.2273037416,42.6540601185,95154024,0.0,1.0
AAPL,2018-03-07 00:00:00+00:00,175.03,175.85,174.27,174.94,31703462,41.9635778907,42.160173525,41.7813673028,41.9420003211,126813848,0.0,1.0
AAPL,2018-03-08 00:00:00+00:00,176.94,177.12,175.07,175.48,23163767,42.4215018682,42.4646570074,41.9731679217,42.0714657388,92655068,0.0,1.0
AAPL,2018-03-09 00:00:00+00:00,179.98,180.0,177.39,177.96,31385134,43.1503442197,43.1551392352,42.5293897162,42.6660476572,125540536,0.0,1.0
AAPL,2018-03-12 00:00:00+00:00,181.72,182.39,180.21,180.29,32055405,43.5675105656,43.7281435839,43.2054868976,43.2246669595,128221620,0.0,1.0
AAPL,2018-03-13 00:00:00+00:00,179.97,183.5,179.24,182.59,31168404,43.1479467119,43.9942669425,42.9729286473,43.7760937386,124673616,0.0,1.0
AAPL,2018-03-14 00:00:00+00:00,178.44,180.52,177.81,180.32,29075469,42.7811280284,43.2798096374,42.6300850411,43.2318594827,116301876,0.0,1.0
AAPL,2018-03-15 00:00:00+00:00,178.65,180.24,178.07,178.5,22584565,42.8314756909,43.2126794208,42.6924202422,42.7955130749,90338260,0.0,1.0
AAPL,2018-03-16 00:00:00+00:00,178.02,179.12,177.62,178.65,36836456,42.6804327036,42.9441585544,42.5845323942,42.8314756909,147345824,0.0,1.0
AAPL,2018-03-19 00:00:00+00:00,175.3,177.47,173.66,177.32,32804695,42.0283105996,42.5485697781,41.635119331,42.5126071621,131218780,0.0,1.0
AAPL,2018-03-20 00:00:00+00:00,175.24,176.8,174.94,175.24,19314039,42.0139255532,42.3879367599,41.9420003211,42.0139255532,77256156,0.0,1.0
AAPL,2018-03-21 00:00:00+00:00,171.27,175.09,171.26,175.04,35247358,41.0621149822,41.9779629371,41.0597174745,41.9659753985,140989432,0.0,1.0
AAPL,2018-03-22 00:00:00+00:00,168.85,172.68,168.6,170.0,41051076,40.4819181103,41.4001635729,40.4219804169,40.7576314999,164204304,0.0,1.0
AAPL,2018-03-23 00:00:00+00:00,164.94,169.92,164.94,168.39,40248954,39.5444925858,40.738451438,39.5444925858,40.3716327545,160995816,0.0,1.0
AAPL,2018-03-26 00:00:00+00:00,172.77,173.1,166.44,168.07,36272617,41.4217411425,41.5008588978,39.9041187461,40.294912507,145090468,0.0,1.0
AAPL,2018-03-27 00:00:00+00:00,168.34,175.15,166.92,173.68,38962839,40.3596452158,41.9923479835,40.0191991174,41.6399143465,155851356,0.0,1.0
AAPL,2018-03-28 00:00:00+00:00,166.48,170.02,165.19,167.25,41668545,39.913708777,40.7624265153,39.6044302792,40.0983168727,166674180,0.0,1.0
AAPL,2018-03-29 00:00:00+00:00,167.78,171.75,166.9,167.81,38398505,40.2253847826,41.1771953535,40.0144041019,40.2325773058,153594020,0.0,1.0
AAPL,2018-04-02 00:00:00+00:00,166.68,168.94,164.47,166.64,37586791,39.9616589318,40.5034956799,39.4318097223,39.9520689008,150347164,0.0,1.0
AAPL,2018-04-03 00:00:00+00:00,168.39,168.75,164.88,167.64,30278046,40.3716327545,40.457943033,39.5301075394,40.1918196743,121112184,0.0,1.0
AAPL,2018-04-04 00:00:00+00:00,171.61,172.01,164.77,164.88,34605489,41.1436302452,41.2395305547,39.5037349543,39.5301075394,138421956,0.0,1.0
AAPL,2018-04-05 00:00:00+00:00,172.8,174.23,172.08,172.58,26933197,41.4289336657,41.7717772719,41.2563131088,41.3761884956,107732788,0.0,1.0
AAPL,2018-04-06 00:00:00+00:00,168.38,172.48,168.2,170.97,35005290,40.3692352467,41.3522134182,40.3260801075,40.9901897502,140021160,0.0,1.0
AAPL,2018-04-09 00:00:00+00:00,170.05,173.09,169.85,169.88,29017718,40.7696190385,41.4984613901,40.7216688838,40.728861407,116070872,0.0,1.0
AAPL,2018-04-10 00:00:00+00:00,173.25,174.0,171.53,173.0,28614241,41.5368215138,41.716634594,41.1244501834,41.4768838205,114456964,0.0,1.0
AAPL,2018-04-11 00:00:00+00:00,172.44,173.92,171.7,172.23,22431640,41.3426233873,41.6974545321,41.1652078149,41.2922757248,89726560,0.0,1.0
AAPL,2018-04-12 00:00:00+00:00,174.14,175.0,173.04,173.41,22889285,41.7501997023,41.9563853675,41.4864738514,41.5751816376,91557140,0.0,1.0
AAPL,2018-04-13 00:00:00+00:00,174.73,175.84,173.85,174.78,25124255,41.8916526587,42.1577760173,41.680671978,41.9036401973,100497020,0.0,1.0
AAPL,2018-04-16 00:00:00+00:00,175.82,176.19,174.83,175.03,21578420,42.1529810018,42.241688788,41.915627736,41.9635778907,86313680,0.0,1.0
AAPL,2018-04-17 00:00:00+00:00,178.24,178.94,176.41,176.49,26605442,42.7331778737,42.9010034152,42.2944339582,42.3136140201,106421768,0.0,1.0
AAPL,2018-04-18 00:00:00+00:00,177.84,178.82,176.88,177.81,20754538,42.6372775643,42.8722333224,42.4071168217,42.6300850411,83018152,0.0,1.0
AAPL,2018-04-19 00:00:00+00:00,172.8,175.39,172.66,173.76,34808800,41.4289336657,42.0498881692,41.3953685575,41.6590944083,139235200,0.0,1.0
AAPL,2018-04-20 00:00:00+00:00,165.72,171.22,165.43,170.6,65491140,39.7314981892,41.0501274436,39.6619704648,40.901481964,261964560,0.0,1.0
AAPL,2018-04-23 00:00:00+00:00,165.24,166.92,164.09,166.83,36515477,39.6164178179,40.0191991174,39.3407044283,39.9976215478,146061908,0.0,1.0
AAPL,2018-04-24 00:00:00+00:00,162.94,166.33,161.22,165.67,33692017,39.0649910388,39.877746161,38.6526197083,39.7195106505,134768068,0.0,1.0
AAPL,2018-04-25 00:00:00+00:00,163.65,165.42,162.41,162.62,28382084,39.235214088,39.6595729571,38.9379231288,38.9882707912,113528336,0.0,1.0
AAPL,2018-04-26 00:00:00+00:00,164.22,165.73,163.37,164.12,27963014,39.3718720289,39.7338956969,39.1680838714,39.3478969515,111852056,0.0,1.0
AAPL,2018-04-27 00:00:00+00:00,162.32,164.33,160.63,164.0,35655839,38.9163455592,39.398244614,38.5111667519,39.3191268587,142623356,0.0,1.0
AAPL,2018-04-30 00:00:00+00:00,165.26,167.26,161.84,162.13,42427424,39.6212128333,40.1007143804,38.8012651879,38.8707929122,169709696,0.0,1.0
AAPL,2018-05-01 00:00:00+00:00,169.1,169.2,165.27,166.41,53569376,40.5418558037,40.565830881,39.6236103411,39.8969262229,214277504,0.0,1.0
AAPL,2018-05-02 00:00:00+00:00,176.57,177.75,173.8,175.23,66539371,42.3327940819,42.6156999947,41.6686844393,42.0115280454,266157484,0.0,1.0
AAPL,2018-05-03 00:00:00+00:00,176.89,177.5,174.44,175.88,34068180,42.4095143295,42.5557623013,41.8221249343,42.1673660482,136272720,0.0,1.0
AAPL,2018-05-04 00:00:00+00:00,183.83,184.25,178.17,178.25,56201317,44.0733846978,44.1740800226,42.7163953196,42.7355753815,224805268,0.0,1.0
AAPL,2018-05-07 00:00:00+00:00,185.16,187.67,184.75,185.18,42451423,44.3922532266,44.9940276681,44.2939554094,44.397048242,169805692,0.0,1.0
AAPL,2018-05-08 00:00:00+00:00,186.05,186.22,183.67,184.99,28402777,44.605631415,44.6463890465,44.035024574,44.3514955951,113611108,0.0,1.0
AAPL,2018-05-09 00:00:00+00:00,187.36,187.4,185.22,186.55,23211241,44.9197049283,44.9292949593,44.406638273,44.7255068018,92844964,0.0,1.0
AAPL,2018-05-10 00:00:00+00:00,190.04,190.37,187.65,187.74,27989289,45.5622370014,45.6413547566,44.9892326526,45.0108102223,111957156,0.0,1.0
AAPL,2018-05-11 00:00:00+00:00,188.59,190.06,187.45,189.49,26212221,45.3896164444,45.7434142925,45.1152426031,45.6062273718,104848884,0.73,1.0
AAPL,2018-05-14 00:00:00+00:00,188.15,189.53,187.86,189.01,20778772,45.2837177688,45.6158545242,45.2139209144,45.4907015439,83115088,0.0,1.0
AAPL,2018-05-15 00:00:00+00:00,186.44,187.07,185.1,186.78,23695159,44.8721570067,45.0237846559,44.5496474037,44.9539878015,94780636,0.0,1.0
AAPL,2018-05-16 00:00:00+00:00,188.18,188.46,186.0,186.07,19183064,45.2909381331,45.3583281994,44.7662583311,44.7831058477,76732256,0.0,1.0
AAPL,2018-05-17 00:00:00+00:00,186.99,188.91,186.36,188.0,17294029,45.0045303513,45.4666336631,44.8529027021,45.2476159476,69176116,0.0,1.0
AAPL,2018-05-18 00:00:00+00:00,186.31,187.81,186.13,187.19,18297728,44.8408687617,45.201886974,44.7975465762,45.0526661129,73190912,0.0,1.0
AAPL,2018-05-21 00:00:00+00:00,187.63,189.27,186.91,188.0,18400787,45.1585647885,45.553278034,44.9852760466,45.2476159476,73603148,0.0,1.0
AAPL,2018-05-22 00:00:00+00:00,187.16,188.88,186.78,188.38,15240704,45.0454457487,45.4594132988,44.9539878015,45.3390738947,60962816,0.0,1.0
AAPL,2018-05-23 00:00:00+00:00,188.36,188.5,185.76,186.35,20058415,45.3342603185,45.3679553517,44.7084954171,44.850495914,80233660,0.0,1.0
AAPL,2018-05-24 00:00:00+00:00,188.15,188.84,186.21,188.77,23233975,45.2837177688,45.4497861465,44.8168008808,45.4329386299,92935900,0.0,1.0
AAPL,2018-05-25 00:00:00+00:00,188.58,189.65,187.65,188.23,17460963,45.3872096564,45.6447359812,45.1633783647,45.3029720735,69843852,0.0,1.0
AAPL,2018-05-29 00:00:00+00:00,187.9,188.75,186.87,187.6,22514075,45.2235480668,45.4281250538,44.9756488943,45.1513444243,90056300,0.0,1.0
AAPL,2018-05-30 00:00:00+00:00,187.5,188.0,186.78,187.72,18690547,45.1272765435,45.2476159476,44.9539878015,45.1802258813,74762188,0.0,1.0
AAPL,2018-05-31 00:00:00+00:00,186.87,188.23,186.14,187.22,27482793,44.9756488943,45.3029720735,44.7999533643,45.0598864772,109931172,0.0,1.0
AAPL,2018-06-01 00:00:00+00:00,190.24,190.26,187.75,187.99,23442510,45.786736478,45.7915500542,45.1874462455,45.2452091595,93770040,0.0,1.0
AAPL,2018-06-04 00:00:00+00:00,191.83,193.42,191.35,191.64,26266174,46.1694157831,46.5520950882,46.0538899552,46.1236868095,105064696,0.0,1.0
AAPL,2018-06-05 00:00:00+00:00,193.31,193.94,192.36,193.07,21565963,46.5256204193,46.6772480685,46.2969755515,46.4678575053,86263852,0.0,1.0
AAPL,2018-06-06 00:00:00+00:00,193.98,194.08,191.92,193.63,20933619,46.6868752208,46.7109431016,46.1910768759,46.6026376379,83734476,0.0,1.0
AAPL,2018-06-07 00:00:00+00:00,193.46,194.2,192.34,194.14,21347180,46.5617222405,46.7398245586,46.2921619753,46.7253838301,85388720,0.0,1.0
AAPL,2018-06-08 00:00:00+00:00,191.7,192.0,189.77,191.17,26656799,46.138127538,46.2103311805,45.6736174382,46.0105677697,106627196,0.0,1.0
AAPL,2018-06-11 00:00:00+00:00,191.23,191.97,190.21,191.35,18308460,46.0250084982,46.2031108163,45.7795161138,46.0538899552,73233840,0.0,1.0
AAPL,2018-06-12 00:00:00+00:00,192.28,192.61,191.15,191.39,16911141,46.2777212468,46.3571452535,46.0057541935,46.0635171075,67644564,0.0,1.0
AAPL,2018-06-13 00:00:00+00:00,190.7,192.88,190.44,192.42,21638393,45.8974487298,46.4221285318,45.8348722397,46.31141628,86553572,0.0,1.0
AAPL,2018-06-14 00:00:00+00:00,190.8,191.57,190.22,191.55,21610074,45.9215166106,46.106839293,45.7819229019,46.1020257168,86440296,0.0,1.0
AAPL,2018-06-15 00:00:00+00:00,188.84,190.16,188.26,190.03,61719160,45.4497861465,45.7674821734,45.3101924377,45.7361939283,246876640,0.0,1.0
AAPL,2018-06-18 00:00:00+00:00,188.74,189.22,187.2,187.88,18484865,45.4257182657,45.5412440936,45.055072901,45.2187344906,73939460,0.0,1.0
AAPL,2018-06-19 00:00:00+00:00,185.69,186.33,183.45,185.14,33578455,44.6916479006,44.8456823378,44.1525273701,44.559274556,134313820,0.0,1.0
AAPL,2018-06-20 00:00:00+00:00,186.5,187.2,185.73,186.35,20628701,44.8865977352,45.055072901,44.7012750529,44.850495914,82514804,0.0,1.0
AAPL,2018-06-21 00:00:00+00:00,185.46,188.35,184.94,187.25,25711898,44.6362917747,45.3318535305,44.5111387944,45.0671068414,102847592,0.0,1.0
AAPL,2018-06-22 00:00:00+00:00,184.92,186.15,184.7,186.12,27200447,44.5063252182,44.8023601524,44.4533758804,44.7951397881,108801788,0.0,1.0
AAPL,2018-06-25 00:00:00+00:00,182.17,184.92,180.73,183.4,31663096,43.8444584956,44.5063252182,43.4978810117,44.1404934297,126652384,0.0,1.0
AAPL,2018-06-26 00:00:00+00:00,184.43,186.53,182.54,182.99,24569201,44.3883926022,44.8938180995,43.9335096546,44.0418151183,98276804,0.0,1.0
AAPL,2018-06-27 00:00:00+00:00,184.16,187.28,184.03,185.23,25285328,44.323409324,45.0743272057,44.2921210789,44.5809356488,101141312,0.0,1.0
AAPL,2018-06-28 00:00:00+00:00,185.5,186.21,183.8,184.1,17365235,44.645918927,44.8168008808,44.236764953,44.3089685955,69460940,0.0,1.0
AAPL,2018-06-29 00:00:00+00:00,185.11,187.19,182.91,186.29,22737666,44.5520541918,45.0526661129,44.0225608137,44.8360551855,90950664,0.0,1.0
AAPL,2018-07-02 00:00:00+00:00,187.18,187.3,183.42,183.82,17731343,45.0502593248,45.0791407818,44.1453070059,44.2415785292,70925372,0.0,1.0
AAPL,2018-07-03 00:00:00+00:00,183.92,187.95,183.54,187.79,13954806,44.26564641,45.2355820072,44.1741884629,45.1970733979,55819224,0.0,1.0
AAPL,2018-07-05 00:00:00+00:00,185.4,186.41,184.28,185.26,16604248,44.6218510462,44.8649366425,44.352290781,44.588156013,66416992,0.0,1.0
AAPL,2018-07-06 00:00:00+00:00,187.97,188.43,185.2,185.42,17485245,45.2403955833,45.3511078351,44.5737152845,44.6266646223,69940980,0.0,1.0
AAPL,2018-07-09 00:00:00+00:00,190.58,190.68,189.3,189.5,19756634,45.8685672728,45.8926351536,45.5604983983,45.6086341599,79026536,0.0,1.0
AAPL,2018-07-10 00:00:00+00:00,190.35,191.28,190.18,190.71,15939149,45.8132111469,46.0370424386,45.7722957495,45.8998555179,63756596,0.0,1.0
AAPL,2018-07-11 00:00:00+00:00,187.88,189.78,187.61,188.5,18831470,45.2187344906,45.6760242262,45.1537512124,45.3679553517,75325880,0.0,1.0
AAPL,2018-07-12 00:00:00+00:00,191.03,191.41,189.31,189.53,18041131,45.9768727365,46.0683306837,45.5629051864,45.6158545242,72164524,0.0,1.0
AAPL,2018-07-13 00:00:00+00:00,191.33,191.84,190.9,191.08,12519792,46.049076379,46.1718225712,45.9455844915,45.9889066769,50079168,0.0,1.0
AAPL,2018-07-16 00:00:00+00:00,190.91,192.65,190.42,191.52,15043110,45.9479912795,46.3667724059,45.8300586635,46.0948053526,60172440,0.0,1.0
AAPL,2018-07-17 00:00:00+00:00,191.45,191.87,189.2,189.75,15534523,46.077957836,46.1790429354,45.5364305175,45.668803862,62138092,0.0,1.0
AAPL,2018-07-18 00:00:00+00:00,190.4,191.8,189.93,191.78,16393381,45.8252450873,46.1621954189,45.7121260475,46.1573818427,65573524,0.0,1.0
AAPL,2018-07-19 00:00:00+00:00,191.88,192.55,189.69,189.69,20286752,46.1814497235,46.342704525,45.6543631335,45.6543631335,81147008,0.0,1.0
AAPL,2018-07-20 00:00:00+00:00,191.44,192.43,190.17,191.78,20706042,46.0755510479,46.313823068,45.7698889614,46.1573818427,82824168,0.0,1.0
AAPL,2018-07-23 00:00:00+00:00,191.61,191.96,189.56,190.68,15989365,46.1164664453,46.2007040282,45.6230748884,45.8926351536,63957460,0.0,1.0
AAPL,2018-07-24 00:00:00+00:00,193.0,193.66,192.05,192.45,18697898,46.4510099887,46.6098580022,46.2223651209,46.3186366442,74791592,0.0,1.0
AAPL,2018-07-25 00:00:00+00:00,194.82,194.85,192.43,193.06,16826483,46.8890454197,46.896265784,46.313823068,46.4654507172,67305932,0.0,1.0
AAPL,2018-07-26 00:00:00+00:00,194.21,195.96,193.61,194.61,19075964,46.7422313467,47.1634192611,46.5978240618,46.83850287,76303856,0.0,1.0
AAPL,2018-07-27 00:00:00+00:00,190.98,195.19,190.1,194.99,24023972,45.9648387961,46.9780965788,45.7530414449,46.9299608171,96095888,0.0,1.0
